model_timestamp,local_datetime_naive,date,hour,dayofweek,month,load,pred_load_lr,pred_load_xgb,error_xgb,abs_error_xgb
2025-12-14 20:00:00,2025-12-14 19:00:00,2025-12-14,19,6,12,11814,11776.39536486624,11857.98,-43.98046875,43.98046875
2025-12-14 21:00:00,2025-12-14 20:00:00,2025-12-14,20,6,12,11642,11583.243422241607,11683.487,-41.4873046875,41.4873046875
2025-12-14 22:00:00,2025-12-14 21:00:00,2025-12-14,21,6,12,11407,11403.364494605245,11415.312,-8.3115234375,8.3115234375
2025-12-14 23:00:00,2025-12-14 22:00:00,2025-12-14,22,6,12,11076,11117.647244920661,11146.974,-70.9736328125,70.9736328125
2025-12-15 00:00:00,2025-12-14 23:00:00,2025-12-14,23,6,12,10854,10706.834771407512,10796.984,57.015625,57.015625
2025-12-15 01:00:00,2025-12-15 00:00:00,2025-12-15,0,0,12,10640,10691.052982513742,10704.457,-64.45703125,64.45703125
2025-12-15 02:00:00,2025-12-15 01:00:00,2025-12-15,1,0,12,10495,10495.141968615548,10528.459,-33.458984375,33.458984375
2025-12-15 03:00:00,2025-12-15 02:00:00,2025-12-15,2,0,12,10456,10410.593119113508,10413.098,42.90234375,42.90234375
2025-12-15 04:00:00,2025-12-15 03:00:00,2025-12-15,3,0,12,10503,10464.248620736798,10449.961,53.0390625,53.0390625
2025-12-15 05:00:00,2025-12-15 04:00:00,2025-12-15,4,0,12,10581,10600.640200747788,10575.557,5.443359375,5.443359375
2025-12-15 06:00:00,2025-12-15 05:00:00,2025-12-15,5,0,12,10825,10730.826244999764,10759.785,65.21484375,65.21484375
2025-12-15 07:00:00,2025-12-15 06:00:00,2025-12-15,6,0,12,11230,11075.059175003458,11247.653,-17.6533203125,17.6533203125
2025-12-15 08:00:00,2025-12-15 07:00:00,2025-12-15,7,0,12,11672,11518.964820230423,11618.352,53.6484375,53.6484375
2025-12-15 09:00:00,2025-12-15 08:00:00,2025-12-15,8,0,12,11820,11906.033343455847,11764.911,55.0888671875,55.0888671875
2025-12-15 10:00:00,2025-12-15 09:00:00,2025-12-15,9,0,12,11874,11857.227385208265,11841.504,32.49609375,32.49609375
2025-12-15 11:00:00,2025-12-15 10:00:00,2025-12-15,10,0,12,11851,11855.892385287338,11867.634,-16.6337890625,16.6337890625
2025-12-15 12:00:00,2025-12-15 11:00:00,2025-12-15,11,0,12,11819,11809.623678330467,11824.649,-5.6494140625,5.6494140625
2025-12-15 13:00:00,2025-12-15 12:00:00,2025-12-15,12,0,12,11779,11811.742913077816,11798.898,-19.8984375,19.8984375
2025-12-15 14:00:00,2025-12-15 13:00:00,2025-12-15,13,0,12,11707,11806.373090091853,11769.658,-62.658203125,62.658203125
2025-12-15 15:00:00,2025-12-15 14:00:00,2025-12-15,14,0,12,11603,11719.081344037715,11692.286,-89.2861328125,89.2861328125
2025-12-15 16:00:00,2025-12-15 15:00:00,2025-12-15,15,0,12,11613,11593.731154591162,11616.286,-3.2861328125,3.2861328125
2025-12-15 17:00:00,2025-12-15 16:00:00,2025-12-15,16,0,12,11981,11673.435482791001,11779.253,201.7470703125,201.7470703125
2025-12-15 18:00:00,2025-12-15 17:00:00,2025-12-15,17,0,12,12233,12197.221567308072,12051.954,181.0458984375,181.0458984375
2025-12-15 19:00:00,2025-12-15 18:00:00,2025-12-15,18,0,12,12100,12307.181572065128,12014.56,85.4404296875,85.4404296875
2025-12-15 20:00:00,2025-12-15 19:00:00,2025-12-15,19,0,12,11926,11932.859728896006,11947.28,-21.2802734375,21.2802734375
2025-12-15 21:00:00,2025-12-15 20:00:00,2025-12-15,20,0,12,11810,11723.851356984413,11822.918,-12.91796875,12.91796875
2025-12-15 22:00:00,2025-12-15 21:00:00,2025-12-15,21,0,12,11550,11630.282048497926,11605.934,-55.93359375,55.93359375
2025-12-15 23:00:00,2025-12-15 22:00:00,2025-12-15,22,0,12,11261,11277.094580030447,11276.64,-15.6396484375,15.6396484375
2025-12-16 00:00:00,2025-12-15 23:00:00,2025-12-15,23,0,12,11001,10946.722583976387,10976.479,24.521484375,24.521484375
2025-12-16 01:00:00,2025-12-16 00:00:00,2025-12-16,0,1,12,10797,10809.31885865857,10830.1,-33.099609375,33.099609375
2025-12-16 02:00:00,2025-12-16 01:00:00,2025-12-16,1,1,12,10664,10648.011496673262,10671.2705,-7.2705078125,7.2705078125
2025-12-16 03:00:00,2025-12-16 02:00:00,2025-12-16,2,1,12,10597,10575.36546363554,10561.488,35.51171875,35.51171875
2025-12-16 04:00:00,2025-12-16 03:00:00,2025-12-16,3,1,12,10610,10584.86003176239,10570.688,39.3115234375,39.3115234375
2025-12-16 05:00:00,2025-12-16 04:00:00,2025-12-16,4,1,12,10685,10685.75082509302,10658.5625,26.4375,26.4375
2025-12-16 06:00:00,2025-12-16 05:00:00,2025-12-16,5,1,12,10838,10835.932720565434,10875.809,-37.80859375,37.80859375
2025-12-16 07:00:00,2025-12-16 06:00:00,2025-12-16,6,1,12,11253,11059.479878736505,11204.63,48.3701171875,48.3701171875
2025-12-16 08:00:00,2025-12-16 07:00:00,2025-12-16,7,1,12,11726,11574.798550074904,11663.3955,62.6044921875,62.6044921875
2025-12-16 09:00:00,2025-12-16 08:00:00,2025-12-16,8,1,12,11917,11994.54145487112,11807.612,109.3876953125,109.3876953125
2025-12-16 10:00:00,2025-12-16 09:00:00,2025-12-16,9,1,12,11851,11981.602327612938,11867.129,-16.12890625,16.12890625
2025-12-16 11:00:00,2025-12-16 10:00:00,2025-12-16,10,1,12,11847,11774.003182664283,11786.371,60.62890625,60.62890625
2025-12-16 12:00:00,2025-12-16 11:00:00,2025-12-16,11,1,12,11763,11821.539594255772,11833.988,-70.98828125,70.98828125
2025-12-16 13:00:00,2025-12-16 12:00:00,2025-12-16,12,1,12,11670,11735.211631842796,11674.496,-4.49609375,4.49609375
2025-12-16 14:00:00,2025-12-16 13:00:00,2025-12-16,13,1,12,11718,11671.080606509488,11636.761,81.2392578125,81.2392578125
2025-12-16 15:00:00,2025-12-16 14:00:00,2025-12-16,14,1,12,11743,11785.999534335035,11750.119,-7.119140625,7.119140625
2025-12-16 16:00:00,2025-12-16 15:00:00,2025-12-16,15,1,12,11847,11795.82129732246,11789.932,57.068359375,57.068359375
2025-12-16 17:00:00,2025-12-16 16:00:00,2025-12-16,16,1,12,12144,11944.923104795702,12020.757,123.2431640625,123.2431640625
2025-12-16 18:00:00,2025-12-16 17:00:00,2025-12-16,17,1,12,12338,12297.589589714422,12091.905,246.0947265625,246.0947265625
2025-12-16 19:00:00,2025-12-16 18:00:00,2025-12-16,18,1,12,12175,12361.402142833964,12018.928,156.072265625,156.072265625
2025-12-16 20:00:00,2025-12-16 19:00:00,2025-12-16,19,1,12,12013,11981.51877324955,11938.524,74.4755859375,74.4755859375
2025-12-16 21:00:00,2025-12-16 20:00:00,2025-12-16,20,1,12,11857,11813.85035295466,11867.2,-10.2001953125,10.2001953125
2025-12-16 22:00:00,2025-12-16 21:00:00,2025-12-16,21,1,12,11646,11649.538887801968,11658.587,-12.5869140625,12.5869140625
2025-12-16 23:00:00,2025-12-16 22:00:00,2025-12-16,22,1,12,11364,11385.2947320518,11324.248,39.751953125,39.751953125
2025-12-17 00:00:00,2025-12-16 23:00:00,2025-12-16,23,1,12,11051,11043.989651866495,11083.5205,-32.5205078125,32.5205078125
2025-12-17 01:00:00,2025-12-17 00:00:00,2025-12-17,0,2,12,10791,10818.27987185769,10831.046,-40.0458984375,40.0458984375
2025-12-17 02:00:00,2025-12-17 01:00:00,2025-12-17,1,2,12,10710,10600.427505606976,10657.414,52.5859375,52.5859375
2025-12-17 03:00:00,2025-12-17 02:00:00,2025-12-17,2,2,12,10663,10639.822470987327,10651.608,11.3916015625,11.3916015625
2025-12-17 04:00:00,2025-12-17 03:00:00,2025-12-17,3,2,12,10644,10647.4182525926,10653.889,-9.888671875,9.888671875
2025-12-17 05:00:00,2025-12-17 04:00:00,2025-12-17,4,2,12,10686,10691.488800062582,10677.55,8.4501953125,8.4501953125
2025-12-17 06:00:00,2025-12-17 05:00:00,2025-12-17,5,2,12,10922,10820.960329899906,10843.776,78.2236328125,78.2236328125
2025-12-17 07:00:00,2025-12-17 06:00:00,2025-12-17,6,2,12,11280,11191.390669332392,11292.372,-12.3720703125,12.3720703125
2025-12-17 08:00:00,2025-12-17 07:00:00,2025-12-17,7,2,12,11728,11581.761006761679,11633.907,94.0927734375,94.0927734375
2025-12-17 09:00:00,2025-12-17 08:00:00,2025-12-17,8,2,12,12007,11999.369954982456,11789.337,217.6630859375,217.6630859375
2025-12-17 10:00:00,2025-12-17 09:00:00,2025-12-17,9,2,12,12014,12117.346873276858,11933.104,80.896484375,80.896484375
2025-12-17 11:00:00,2025-12-17 10:00:00,2025-12-17,10,2,12,12093,11958.792266079128,11942.696,150.3037109375,150.3037109375
2025-12-17 12:00:00,2025-12-17 11:00:00,2025-12-17,11,2,12,12278,12081.201164378383,12035.902,242.09765625,242.09765625
2025-12-17 13:00:00,2025-12-17 12:00:00,2025-12-17,12,2,12,12303,12323.059205483813,12064.995,238.0048828125,238.0048828125
2025-12-17 14:00:00,2025-12-17 13:00:00,2025-12-17,13,2,12,12299,12274.06027147773,12052.776,246.2236328125,246.2236328125
2025-12-17 15:00:00,2025-12-17 14:00:00,2025-12-17,14,2,12,12286,12256.801367789476,12017.717,268.283203125,268.283203125
2025-12-17 16:00:00,2025-12-17 15:00:00,2025-12-17,15,2,12,12324,12237.479366128853,12051.664,272.3359375,272.3359375
2025-12-17 17:00:00,2025-12-17 16:00:00,2025-12-17,16,2,12,12598,12319.698928177231,12171.555,426.4453125,426.4453125
2025-12-17 18:00:00,2025-12-17 17:00:00,2025-12-17,17,2,12,12737,12687.572863666097,12122.409,614.5908203125,614.5908203125
2025-12-17 19:00:00,2025-12-17 18:00:00,2025-12-17,18,2,12,12574,12693.771253380391,12021.989,552.0107421875,552.0107421875
2025-12-17 20:00:00,2025-12-17 19:00:00,2025-12-17,19,2,12,12367,12349.74878725845,11959.562,407.4384765625,407.4384765625
2025-12-17 21:00:00,2025-12-17 20:00:00,2025-12-17,20,2,12,12188,12117.801955033288,11903.894,284.1064453125,284.1064453125
2025-12-17 22:00:00,2025-12-17 21:00:00,2025-12-17,21,2,12,11929,11938.975848656186,11884.412,44.587890625,44.587890625
2025-12-17 23:00:00,2025-12-17 22:00:00,2025-12-17,22,2,12,11630,11608.80771383362,11630.151,-0.1513671875,0.1513671875
2025-12-18 00:00:00,2025-12-17 23:00:00,2025-12-17,23,2,12,11316,11271.159164447394,11286.865,29.134765625,29.134765625
2025-12-18 01:00:00,2025-12-18 00:00:00,2025-12-18,0,3,12,11125,11070.330148851346,11037.262,87.73828125,87.73828125
2025-12-18 02:00:00,2025-12-18 01:00:00,2025-12-18,1,3,12,11054,10966.432243417546,10951.664,102.3359375,102.3359375
2025-12-18 03:00:00,2025-12-18 02:00:00,2025-12-18,2,3,12,11005,10988.674537883264,10930.156,74.84375,74.84375
2025-12-18 04:00:00,2025-12-18 03:00:00,2025-12-18,3,3,12,10968,10993.81418912146,10930.83,37.169921875,37.169921875
2025-12-18 05:00:00,2025-12-18 04:00:00,2025-12-18,4,3,12,11000,11013.562121261704,10933.516,66.484375,66.484375
2025-12-18 06:00:00,2025-12-18 05:00:00,2025-12-18,5,3,12,11204,11135.02646185362,11104.353,99.6474609375,99.6474609375
2025-12-18 07:00:00,2025-12-18 06:00:00,2025-12-18,6,3,12,11615,11464.36612215094,11459.399,155.6005859375,155.6005859375
2025-12-18 08:00:00,2025-12-18 07:00:00,2025-12-18,7,3,12,12068,11950.218197860306,11843.333,224.6669921875,224.6669921875
2025-12-18 09:00:00,2025-12-18 08:00:00,2025-12-18,8,3,12,12233,12347.720493100836,12052.896,180.103515625,180.103515625
2025-12-18 10:00:00,2025-12-18 09:00:00,2025-12-18,9,3,12,12259,12306.550390814084,12036.656,222.34375,222.34375
2025-12-18 11:00:00,2025-12-18 10:00:00,2025-12-18,10,3,12,12299,12246.79552087359,12032.288,266.7119140625,266.7119140625
2025-12-18 12:00:00,2025-12-18 11:00:00,2025-12-18,11,3,12,12238,12304.170042474416,12060.379,177.62109375,177.62109375
2025-12-18 13:00:00,2025-12-18 12:00:00,2025-12-18,12,3,12,12159,12221.88571423733,11947.882,211.1181640625,211.1181640625
2025-12-18 14:00:00,2025-12-18 13:00:00,2025-12-18,13,3,12,12132,12171.31841337115,11959.648,172.3515625,172.3515625
2025-12-18 15:00:00,2025-12-18 14:00:00,2025-12-18,14,3,12,12154,12172.332461221124,12009.028,144.9716796875,144.9716796875
2025-12-18 16:00:00,2025-12-18 15:00:00,2025-12-18,15,3,12,12227,12212.341698198828,12055.1,171.900390625,171.900390625
2025-12-18 17:00:00,2025-12-18 16:00:00,2025-12-18,16,3,12,12396,12312.815360278099,12157.358,238.6416015625,238.6416015625
2025-12-18 18:00:00,2025-12-18 17:00:00,2025-12-18,17,3,12,12539,12503.201503569167,12120.165,418.8349609375,418.8349609375
2025-12-18 19:00:00,2025-12-18 18:00:00,2025-12-18,18,3,12,12423,12571.58292578479,12021.745,401.2548828125,401.2548828125
2025-12-18 20:00:00,2025-12-18 19:00:00,2025-12-18,19,3,12,12311,12290.904663055642,11955.566,355.43359375,355.43359375
2025-12-18 21:00:00,2025-12-18 20:00:00,2025-12-18,20,3,12,12165,12170.08111480462,11954.771,210.228515625,210.228515625
2025-12-18 22:00:00,2025-12-18 21:00:00,2025-12-18,21,3,12,11931,11989.216482283698,11857.084,73.916015625,73.916015625
2025-12-18 23:00:00,2025-12-18 22:00:00,2025-12-18,22,3,12,11644,11674.856783452062,11678.839,-34.8388671875,34.8388671875
2025-12-19 00:00:00,2025-12-18 23:00:00,2025-12-18,23,3,12,11373,11334.377943057332,11326.23,46.76953125,46.76953125
2025-12-19 01:00:00,2025-12-19 00:00:00,2025-12-19,0,4,12,11169,11195.420204618782,11174.09,-5.08984375,5.08984375
2025-12-19 02:00:00,2025-12-19 01:00:00,2025-12-19,1,4,12,11035,11039.738213429031,11004.802,30.1982421875,30.1982421875
2025-12-19 03:00:00,2025-12-19 02:00:00,2025-12-19,2,4,12,10946,10966.537976523887,10927.304,18.6962890625,18.6962890625
2025-12-19 04:00:00,2025-12-19 03:00:00,2025-12-19,3,4,12,10921,10936.313316546242,10886.384,34.6162109375,34.6162109375
2025-12-19 05:00:00,2025-12-19 04:00:00,2025-12-19,4,4,12,11040,10990.451552166913,10924.118,115.8818359375,115.8818359375
2025-12-19 06:00:00,2025-12-19 05:00:00,2025-12-19,5,4,12,11250,11230.9713368878,11227.882,22.1181640625,22.1181640625
2025-12-19 07:00:00,2025-12-19 06:00:00,2025-12-19,6,4,12,11625,11513.004576302323,11507.186,117.814453125,117.814453125
2025-12-19 08:00:00,2025-12-19 07:00:00,2025-12-19,7,4,12,12090,11943.101078144458,11841.069,248.9306640625,248.9306640625
2025-12-19 09:00:00,2025-12-19 08:00:00,2025-12-19,8,4,12,12327,12379.264435811243,12064.214,262.7861328125,262.7861328125
2025-12-19 10:00:00,2025-12-19 09:00:00,2025-12-19,9,4,12,12362,12433.218311117733,12034.284,327.7158203125,327.7158203125
2025-12-19 11:00:00,2025-12-19 10:00:00,2025-12-19,10,4,12,12376,12346.798070258403,12054.095,321.9052734375,321.9052734375
2025-12-19 12:00:00,2025-12-19 11:00:00,2025-12-19,11,4,12,12330,12364.43382854071,12036.063,293.9365234375,293.9365234375
2025-12-19 13:00:00,2025-12-19 12:00:00,2025-12-19,12,4,12,12244,12317.392478883523,11974.9375,269.0625,269.0625
2025-12-19 14:00:00,2025-12-19 13:00:00,2025-12-19,13,4,12,12248,12250.253245134994,11951.034,296.9658203125,296.9658203125
2025-12-19 15:00:00,2025-12-19 14:00:00,2025-12-19,14,4,12,12264,12307.546927086376,12016.278,247.7216796875,247.7216796875
2025-12-19 16:00:00,2025-12-19 15:00:00,2025-12-19,15,4,12,12295,12321.010102657068,12049.031,245.96875,245.96875
2025-12-19 17:00:00,2025-12-19 16:00:00,2025-12-19,16,4,12,12541,12361.547536381308,12108.892,432.1083984375,432.1083984375
2025-12-19 18:00:00,2025-12-19 17:00:00,2025-12-19,17,4,12,12709,12684.013965951342,12118.134,590.8662109375,590.8662109375
2025-12-19 19:00:00,2025-12-19 18:00:00,2025-12-19,18,4,12,12531,12743.453254808792,12018.013,512.9873046875,512.9873046875
2025-12-19 20:00:00,2025-12-19 19:00:00,2025-12-19,19,4,12,12399,12358.59328346535,11947.259,451.7412109375,451.7412109375
2025-12-19 21:00:00,2025-12-19 20:00:00,2025-12-19,20,4,12,12277,12240.700180983735,11952.956,324.0439453125,324.0439453125
2025-12-19 22:00:00,2025-12-19 21:00:00,2025-12-19,21,4,12,12102,12109.623206437098,11875.446,226.5537109375,226.5537109375
2025-12-19 23:00:00,2025-12-19 22:00:00,2025-12-19,22,4,12,11792,11881.138453015767,11865.703,-73.703125,73.703125
2025-12-20 00:00:00,2025-12-19 23:00:00,2025-12-19,23,4,12,11514,11474.034214610281,11545.033,-31.033203125,31.033203125
2025-12-20 01:00:00,2025-12-20 00:00:00,2025-12-20,0,5,12,11328,11316.282129314288,11337.637,-9.63671875,9.63671875
2025-12-20 02:00:00,2025-12-20 01:00:00,2025-12-20,1,5,12,11193,11189.65282026289,11172.712,20.2880859375,20.2880859375
2025-12-20 03:00:00,2025-12-20 02:00:00,2025-12-20,2,5,12,11129,11101.03597520228,11029.516,99.484375,99.484375
2025-12-20 04:00:00,2025-12-20 03:00:00,2025-12-20,3,5,12,11096,11107.896802014917,10980.448,115.5517578125,115.5517578125
2025-12-20 05:00:00,2025-12-20 04:00:00,2025-12-20,4,5,12,11121,11138.187749828601,11017.387,103.61328125,103.61328125
2025-12-20 06:00:00,2025-12-20 05:00:00,2025-12-20,5,5,12,11225,11240.546901775753,11101.993,123.0068359375,123.0068359375
2025-12-20 07:00:00,2025-12-20 06:00:00,2025-12-20,6,5,12,11358,11424.981599510884,11355.896,2.103515625,2.103515625
2025-12-20 08:00:00,2025-12-20 07:00:00,2025-12-20,7,5,12,11487,11585.434422102157,11535.212,-48.2119140625,48.2119140625
2025-12-20 09:00:00,2025-12-20 08:00:00,2025-12-20,8,5,12,11713,11695.472675482286,11583.036,129.9638671875,129.9638671875
2025-12-20 10:00:00,2025-12-20 09:00:00,2025-12-20,9,5,12,11811,11936.827893076166,11731.52,79.48046875,79.48046875
2025-12-20 11:00:00,2025-12-20 10:00:00,2025-12-20,10,5,12,11891,11938.226403751703,11801.327,89.6728515625,89.6728515625
2025-12-20 12:00:00,2025-12-20 11:00:00,2025-12-20,11,5,12,11923,11986.226526345185,11892.204,30.7958984375,30.7958984375
2025-12-20 13:00:00,2025-12-20 12:00:00,2025-12-20,12,5,12,11888,11987.17092748843,11854.262,33.73828125,33.73828125
2025-12-20 14:00:00,2025-12-20 13:00:00,2025-12-20,13,5,12,11856,11923.113796372816,11851.358,4.6416015625,4.6416015625
2025-12-20 15:00:00,2025-12-20 14:00:00,2025-12-20,14,5,12,11830,11904.727143513099,11816.464,13.5361328125,13.5361328125
2025-12-20 16:00:00,2025-12-20 15:00:00,2025-12-20,15,5,12,11841,11881.499731774438,11873.866,-32.8662109375,32.8662109375
2025-12-20 17:00:00,2025-12-20 16:00:00,2025-12-20,16,5,12,12141,11911.428712756762,11973.954,167.0458984375,167.0458984375
2025-12-20 18:00:00,2025-12-20 17:00:00,2025-12-20,17,5,12,12303,12317.778457012972,12116.869,186.130859375,186.130859375
2025-12-20 19:00:00,2025-12-20 18:00:00,2025-12-20,18,5,12,12159,12335.549501201805,12026.318,132.681640625,132.681640625
2025-12-20 20:00:00,2025-12-20 19:00:00,2025-12-20,19,5,12,12023,11996.944966665566,11956.57,66.4296875,66.4296875
2025-12-20 21:00:00,2025-12-20 20:00:00,2025-12-20,20,5,12,11933,11850.373925187632,11957.969,-24.96875,24.96875
2025-12-20 22:00:00,2025-12-20 21:00:00,2025-12-20,21,5,12,11793,11769.106984434042,11759.12,33.8798828125,33.8798828125
2025-12-20 23:00:00,2025-12-20 22:00:00,2025-12-20,22,5,12,11593,11579.848307904416,11617.823,-24.8232421875,24.8232421875
2025-12-21 00:00:00,2025-12-20 23:00:00,2025-12-20,23,5,12,11338,11321.090401709067,11350.211,-12.2109375,12.2109375
2025-12-21 01:00:00,2025-12-21 00:00:00,2025-12-21,0,6,12,11158,11166.420701756844,11146.601,11.3994140625,11.3994140625
2025-12-21 02:00:00,2025-12-21 01:00:00,2025-12-21,1,6,12,11021,11031.26696274194,11004.02,16.98046875,16.98046875
2025-12-21 03:00:00,2025-12-21 02:00:00,2025-12-21,2,6,12,10926,10926.742927243075,10930.372,-4.3720703125,4.3720703125
2025-12-21 04:00:00,2025-12-21 03:00:00,2025-12-21,3,6,12,10851,10877.07977192719,10858.486,-7.486328125,7.486328125
2025-12-21 05:00:00,2025-12-21 04:00:00,2025-12-21,4,6,12,10834,10849.137026353128,10876.327,-42.3271484375,42.3271484375
2025-12-21 06:00:00,2025-12-21 05:00:00,2025-12-21,5,6,12,10900,10904.880737641983,10898.104,1.896484375,1.896484375
2025-12-21 07:00:00,2025-12-21 06:00:00,2025-12-21,6,6,12,11045,11051.87672855044,11040.897,4.1025390625,4.1025390625
2025-12-21 08:00:00,2025-12-21 07:00:00,2025-12-21,7,6,12,11261,11261.851815469976,11298.665,-37.6650390625,37.6650390625
2025-12-21 09:00:00,2025-12-21 08:00:00,2025-12-21,8,6,12,11489,11497.618825915753,11399.053,89.947265625,89.947265625
2025-12-21 10:00:00,2025-12-21 09:00:00,2025-12-21,9,6,12,11578,11691.350521768034,11598.979,-20.978515625,20.978515625
2025-12-21 11:00:00,2025-12-21 10:00:00,2025-12-21,10,6,12,11657,11682.272065574076,11607.753,49.2470703125,49.2470703125
2025-12-21 12:00:00,2025-12-21 11:00:00,2025-12-21,11,6,12,11737,11743.659056264949,11676.185,60.8154296875,60.8154296875
2025-12-21 13:00:00,2025-12-21 12:00:00,2025-12-21,12,6,12,11755,11814.748836166526,11746.032,8.9677734375,8.9677734375
2025-12-21 14:00:00,2025-12-21 13:00:00,2025-12-21,13,6,12,11801,11801.291664349763,11713.153,87.8466796875,87.8466796875
2025-12-21 15:00:00,2025-12-21 14:00:00,2025-12-21,14,6,12,11829,11858.87525151547,11780.261,48.7392578125,48.7392578125
2025-12-21 16:00:00,2025-12-21 15:00:00,2025-12-21,15,6,12,11948,11868.782250962731,11852.274,95.7255859375,95.7255859375
2025-12-21 17:00:00,2025-12-21 16:00:00,2025-12-21,16,6,12,12208,12031.595635233745,12096.752,111.248046875,111.248046875
2025-12-21 18:00:00,2025-12-21 17:00:00,2025-12-21,17,6,12,12304,12322.233110763324,12121.503,182.4970703125,182.4970703125
2025-12-21 19:00:00,2025-12-21 18:00:00,2025-12-21,18,6,12,12198,12273.283126971333,12031.501,166.4990234375,166.4990234375
2025-12-21 20:00:00,2025-12-21 19:00:00,2025-12-21,19,6,12,12069,12035.80187886305,11957.947,111.052734375,111.052734375
2025-12-21 21:00:00,2025-12-21 20:00:00,2025-12-21,20,6,12,11956,11886.463971622748,11932.54,23.4599609375,23.4599609375
2025-12-21 22:00:00,2025-12-21 21:00:00,2025-12-21,21,6,12,11799,11771.522406266075,11771.974,27.0263671875,27.0263671875
2025-12-21 23:00:00,2025-12-21 22:00:00,2025-12-21,22,6,12,11671,11562.284673374492,11590.477,80.5234375,80.5234375
2025-12-22 00:00:00,2025-12-21 23:00:00,2025-12-21,23,6,12,11512,11428.436360295114,11429.799,82.201171875,82.201171875
2025-12-22 01:00:00,2025-12-22 00:00:00,2025-12-22,0,0,12,11315,11397.697113433604,11380.711,-65.7109375,65.7109375
2025-12-22 02:00:00,2025-12-22 01:00:00,2025-12-22,1,0,12,11198,11186.382399954318,11123.031,74.96875,74.96875
2025-12-22 03:00:00,2025-12-22 02:00:00,2025-12-22,2,0,12,11155,11126.846415001499,11050.855,104.14453125,104.14453125
2025-12-22 04:00:00,2025-12-22 03:00:00,2025-12-22,3,0,12,11145,11146.17942242559,11046.761,98.2392578125,98.2392578125
2025-12-22 05:00:00,2025-12-22 04:00:00,2025-12-22,4,0,12,11157,11181.17745080019,11108.281,48.71875,48.71875
2025-12-22 06:00:00,2025-12-22 05:00:00,2025-12-22,5,0,12,11285,11244.45012760924,11194.757,90.2431640625,90.2431640625
2025-12-22 07:00:00,2025-12-22 06:00:00,2025-12-22,6,0,12,11582,11471.728072954786,11503.779,78.220703125,78.220703125
2025-12-22 08:00:00,2025-12-22 07:00:00,2025-12-22,7,0,12,11979,11840.259514936375,11834.936,144.064453125,144.064453125
2025-12-22 09:00:00,2025-12-22 08:00:00,2025-12-22,8,0,12,12263,12232.14205091493,12071.676,191.32421875,191.32421875
2025-12-22 10:00:00,2025-12-22 09:00:00,2025-12-22,9,0,12,12370,12398.771884756881,12080.176,289.82421875,289.82421875
2025-12-22 11:00:00,2025-12-22 10:00:00,2025-12-22,10,0,12,12453,12382.753114066527,12099.91,353.08984375,353.08984375
2025-12-22 12:00:00,2025-12-22 11:00:00,2025-12-22,11,0,12,12451,12447.216795183404,12077.185,373.8154296875,373.8154296875
2025-12-22 13:00:00,2025-12-22 12:00:00,2025-12-22,12,0,12,12425,12416.239158780472,12009.99,415.009765625,415.009765625
2025-12-22 14:00:00,2025-12-22 13:00:00,2025-12-22,13,0,12,12367,12405.72609525458,12018.987,348.0126953125,348.0126953125
2025-12-22 15:00:00,2025-12-22 14:00:00,2025-12-22,14,0,12,12310,12349.759738524534,11934.777,375.22265625,375.22265625
2025-12-22 16:00:00,2025-12-22 15:00:00,2025-12-22,15,0,12,12278,12295.51045935402,11961.601,316.3994140625,316.3994140625
2025-12-22 17:00:00,2025-12-22 16:00:00,2025-12-22,16,0,12,12388,12287.22781626842,12092.424,295.576171875,295.576171875
2025-12-22 18:00:00,2025-12-22 17:00:00,2025-12-22,17,0,12,12507,12469.707036161952,12118.097,388.9033203125,388.9033203125
2025-12-22 19:00:00,2025-12-22 18:00:00,2025-12-22,18,0,12,12382,12555.817199566003,12034.251,347.7490234375,347.7490234375
2025-12-22 20:00:00,2025-12-22 19:00:00,2025-12-22,19,0,12,12326,12280.276971908403,11950.966,375.0341796875,375.0341796875
2025-12-22 21:00:00,2025-12-22 20:00:00,2025-12-22,20,0,12,12223,12246.952247591671,11948.076,274.923828125,274.923828125
2025-12-22 22:00:00,2025-12-22 21:00:00,2025-12-22,21,0,12,12090,12096.924032258647,11823.773,266.2265625,266.2265625
2025-12-22 23:00:00,2025-12-22 22:00:00,2025-12-22,22,0,12,11845,11922.80794096434,11810.065,34.9345703125,34.9345703125
2025-12-23 00:00:00,2025-12-22 23:00:00,2025-12-22,23,0,12,11585,11594.279631589692,11601.006,-16.005859375,16.005859375
2025-12-23 01:00:00,2025-12-23 00:00:00,2025-12-23,0,1,12,11366,11425.971245689545,11443.46,-77.4599609375,77.4599609375
2025-12-23 02:00:00,2025-12-23 01:00:00,2025-12-23,1,1,12,11227,11229.647968355692,11211.932,15.068359375,15.068359375
2025-12-23 03:00:00,2025-12-23 02:00:00,2025-12-23,2,1,12,11180,11147.333386876575,11089.585,90.4150390625,90.4150390625
2025-12-23 04:00:00,2025-12-23 03:00:00,2025-12-23,3,1,12,11181,11175.157539304835,11086.486,94.513671875,94.513671875
2025-12-23 05:00:00,2025-12-23 04:00:00,2025-12-23,4,1,12,11192,11240.572621024501,11143.285,48.71484375,48.71484375
2025-12-23 06:00:00,2025-12-23 05:00:00,2025-12-23,5,1,12,11288,11301.390460835664,11220.337,67.6630859375,67.6630859375
2025-12-23 07:00:00,2025-12-23 06:00:00,2025-12-23,6,1,12,11574,11486.174364513756,11475.921,98.0791015625,98.0791015625
